,artist,album,track_name,track_id,release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1254,Dagames,Press Start to Begin Vol 1,Break My Mind,6qJs5clnatFfW1mwhbPRV3,2016,False,59,0.661,0.825,C#/Db,-9.409,Major,0.0456,0.00454,0.152,0.492,130.013,3.9316,4
1255,The Living Tombstone,Five Nights at Freddy's,Five Nights at Freddy's,2ItNKt19iqefEe590Z9GeE,2014,False,63,0.491,0.771,A,-5.037,Major,0.041,0.000262,0.232,0.242,103.005,2.7638666666666665,4
1256,Griffinilla,Stay Calm (feat. Jeff Burgess),Stay Calm (feat. Jeff Burgess),1uEirYIgTtCnojbufoer37,2015,False,64,0.838,0.619,C,-6.906,Minor,0.0686,7.54e-05,0.342,0.859,114.021,3.0178166666666666,4
1257,MandoPony,Five Songs for Freddy,Just Gold,1DFPza4TmWvf0EBIw5P3YV,2015,False,55,0.746,0.61,C,-10.135,Minor,0.0285,0.0,0.206,0.82,101.009,3.4305833333333333,4
1258,Logan Hugueny-Clark,Five Nights at Freddy's World the Musical,Five Nights at Freddy's World the Musical,0lcN7XY8ZgRJigUASZQo1j,2016,False,34,0.777,0.434,C#/Db,-16.386,Minor,0.0708,0.0,0.201,0.569,126.04,2.4524833333333333,4
1259,Ck9c,You Can't Hide,You Can't Hide,32filOsmivxaFHKLX6Ixth,2017,False,63,0.742,0.552,A#/Bb,-8.021,Minor,0.0883,0.00236,0.125,0.712,86.541,4.475433333333333,4
1260,NateWantsToBattle,Five Nights at Freddy's,The Finale,4nWggiIQIV9Etk40Pfxoic,2018,False,47,0.566,0.94,D,-4.806,Minor,0.0787,0.0,0.063,0.37,108.761,4.580133333333333,3
1261,Shadrow,Never Be Alone,Never Be Alone,2FfRcyV3BoxU5jZwyaQfNT,2016,False,51,0.63,0.684,C,-8.093,Minor,0.0389,1.22e-05,0.0973,0.779,140.031,3.0,4
1262,Jorge Aguilar II,You Can't Escape Me,You Can't Escape Me,1xUVzTQlWoxkBNYa2XCGIf,2015,False,49,0.591,0.355,G#/Ab,-11.953,Major,0.0401,0.0377,0.141,0.386,147.894,3.5675666666666666,4
1263,Tryhardninja,Five Nights at Freddy's Songs 2,Circus of the Dead,6NkYZg4IRJOqDSKXFTOzza,2016,False,52,0.62,0.722,A#/Bb,-3.224,Minor,0.0315,0.0,0.0599,0.473,127.923,4.1875,4
1264,JT Music,Achievement Unlocked,We Don't Bite,3wYLMWW8qnP4hp4qKTlM7U,2015,False,54,0.664,0.863,F,-5.402,Minor,0.125,0.0,0.451,0.46,129.97,3.476916666666667,4
1265,Dagames,Left Behind (Sister Location Song),Left Behind (Sister Location Song),7w2Yi23QmQdiAsix3NkuBD,2016,False,58,0.439,0.923,C,-5.845,Minor,0.0959,0.0,0.268,0.54,90.041,4.844566666666666,4
1266,The Living Tombstone,Die In A Fire,Die In a Fire (feat. EileMonty & Orko),1SXuOan5v9G1mM7X0ieXrM,2015,False,57,0.535,0.672,D#/Eb,-4.417,Minor,0.0699,0.0,0.327,0.521,110.048,3.091283333333333,4
1267,Griffinilla,They'll Find You,They'll Find You,2zYIQWPbYJaLYKjQ7rTbRA,2015,False,50,0.497,0.8,C,-6.881,Major,0.0554,0.00903,0.212,0.473,174.96,3.7403166666666667,4
1268,SayMaxWell,Fnaf2 (Song by Sm),"Five Nights at Freddy's, Pt. 2",2xedhnY9KTpiriohcOBQ6x,2015,False,45,0.557,0.673,D,-10.625,Major,0.044,0.693,0.19,0.199,127.94,4.03125,4
1269,Madame Macabre,"Macabre Musique, Vol. 1",Welcome to Freddy's,3pobsoASM29MVvEy27mXff,2016,False,46,0.59,0.769,C#/Db,-6.702,Minor,0.204,0.0,0.38,0.638,129.978,4.863566666666666,4
1270,Ck9c,Funtime Dance Floor,Funtime Dance Floor,48hOrCkk8RYGRUalLCeESF,2017,False,52,0.891,0.533,G,-7.758,Major,0.177,0.00176,0.101,0.458,89.911,3.2666666666666666,4
1271,NateWantsToBattle,Mangled,Nightmare,0CtVJHhlmrJihhIoTUUWMP,2015,False,50,0.368,0.93,E,-5.591,Minor,0.181,9.76e-06,0.106,0.278,74.348,3.5726166666666668,4
1272,Logan Hugueny-Clark,Five Nights At Freddy's the Musical,Five Nights At Freddy's the Musical,1NZCb5f1u3TfoRVEmzcRbD,2014,False,32,0.832,0.342,D,-14.02,Major,0.203,0.0,0.0225,0.217,96.948,1.9348166666666666,4
1273,Jorge Aguilar II,Do You Even? (feat. Elizabeth Ann),Do You Even?,04854nSxND0MaZwy1PQ3bs,2016,False,49,0.52,0.583,C#/Db,-9.053,Major,0.207,0.0185,0.118,0.178,81.2,3.219516666666667,3
1274,Adam Hoek,Make This Puppet Proud,Make This Puppet Proud,5E3BtGzJ24YnnqXIYyGStK,2015,False,42,0.565,0.524,E,-11.131,Minor,0.0791,1.61e-06,0.094,0.163,154.955,3.2516166666666666,4
1275,Neku,Five Nights at Freddy's Song (feat. Lucia) [Remix],Five Nights at Freddy's Song (feat. Lucia) [Remix],0TH4cZ87hKG05FMIaZcBtB,2015,False,39,0.584,0.778,G#/Ab,-10.559,Major,0.0468,0.165,0.106,0.497,103.276,2.6723333333333334,4
1276,Random Encounters,Random Encounters: Season 5,Five Nights at Freddy's: Night 1 (feat. Markiplier),3zLYtraNGhoIB8OZjPlKlZ,2015,False,44,0.705,0.377,G#/Ab,-11.133,Minor,0.0528,4.62e-06,0.831,0.539,119.842,2.933333333333333,4
1277,MiatriSs,"Fnaf, Vol​. ​1 (Remastered)",Game over (Y.G.I.O.) - Remastered,5SUC51QOfxjmolQRdI3bps,2016,False,42,0.669,0.8,D,-7.676,Minor,0.0338,0.834,0.118,0.321,112.017,4.36785,4
1278,GatoPaint,The Puppet ( Single ),The Puppet,63hAaVrTApKOne29WT1e3J,2014,False,39,0.468,0.874,F,-5.25,Minor,0.115,3.92e-05,0.45,0.239,140.076,3.460716666666667,4
1279,CG5,Like It or Not,Like It or Not,5MAxVpW70ZyynwwN1M5zKe,2018,False,52,0.858,0.754,F#/Gb,-1.582,Major,0.0761,0.0,0.0699,0.817,105.004,3.0976,4
1280,Fandroid!,He's a Scary Bear,He's a Scary Bear,6QIhSG6DVA5gDDOihZpjH3,2016,False,40,0.808,0.0677,C,-24.872,Minor,0.0419,4.77e-05,0.0691,0.837,83.008,1.9759,4
1281,SayMaxWell,Not the End,Not the End,3sHH9JbO0510JDp53UP0rZ,2015,False,35,0.521,0.871,G#/Ab,-5.569,Major,0.0388,1.26e-05,0.0945,0.263,110.004,4.614583333333333,4
1282,VideoGameRapBattles,Five Nights at Freddy's Rap Song,Five Nights at Freddy's Rap Song,4OnygqecRlL7uzZKalhalu,2014,False,29,0.696,0.453,D,-12.936,Major,0.449,0.0,0.117,0.218,177.988,2.2530666666666668,4
1283,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),Can I Kick It?,3Ti0GdlrotgwsAVBBugv0I,1990,False,71,0.848,0.666,C,-6.547,Major,0.274,0.000699,0.129,0.744,96.662,4.1928833333333335,4
1284,Grandmaster Flash & The Furious Five,The Message,The Message (feat. Melle Mel & Duke Bootee),5DuTNKFEjJIySAyJH1yNDU,1982,False,50,0.947,0.607,A#/Bb,-10.58,Minor,0.202,4.76e-06,0.0861,0.732,100.619,7.196666666666666,4
1285,Warren G,Regulate… G Funk Era,Regulate,7nYvUtkQMx1v80S2FH2s9J,1994,True,76,0.849,0.521,B,-12.999,Minor,0.216,1.65e-06,0.115,0.763,95.265,4.147783333333333,4
1286,LL Cool J,Mama Said Knock You Out,Mama Said Knock You Out,6C7ZgThn6Yan5MTZdAEEFw,1990,True,65,0.791,0.759,A#/Bb,-7.378,Minor,0.129,0.674,0.255,0.619,102.382,4.828216666666667,4
1287,N.W.A.,Straight Outta Compton,Straight Outta Compton,6KIKRz9eSTXdNsGUnomdtW,1988,True,73,0.834,0.878,G#/Ab,-9.484,Major,0.15,0.0,0.334,0.418,102.848,4.311466666666667,4
1288,Kurtis Blow,Kurtis Blow,The Breaks,5TvcggVu3s2P1fMAS8BupX,1980,False,42,0.91,0.576,B,-13.256,Minor,0.109,0.0023,0.195,0.907,112.877,7.728883333333333,4
1289,Eric B. & Rakim,Paid In Full,Paid In Full,20s3FayrStM8GY0m4dRFsw,1987,False,55,0.878,0.851,G,-8.971,Major,0.232,0.00125,0.0509,0.404,99.014,3.8111166666666665,4
1290,MC Hammer,Please Hammer Don't Hurt 'Em,U Can't Touch This,1B75hgRqe7A4fwee3g3Wmu,1990,False,76,0.867,0.517,B,-13.222,Minor,0.0875,0.000339,0.0864,0.866,133.148,4.289333333333333,4
1291,Beastie Boys,Hello Nasty (Deluxe Version/Remastered 2009),Intergalactic - Remastered,5fpizYGbi5IQoEraj6FP0R,1998,False,70,0.734,0.864,D,-6.119,Major,0.303,9.85e-06,0.246,0.47,105.932,3.858216666666667,4
1292,Run–D.M.C.,Raising Hell,It's Tricky,6jBCehpNMkwFVF3dz4nLIW,1986,False,72,0.965,0.857,B,-8.458,Minor,0.17,0.0,0.0726,0.951,127.656,3.062666666666667,4
1293,Snoop Dogg,Doggystyle,Gin N Juice (feat. Dat Nigga Daz),7sPt2cfrg7DrVP52zfvS1i,1993,True,76,0.549,0.853,G,-4.293,Major,0.188,0.000296,0.618,0.346,94.695,3.5248833333333334,4
1294,DJ Jazzy Jeff & The Fresh Prince,The Very Best Of D.J. Jazzy Jeff & The Fresh Prince,Summertime - Single Edit,5cFcWAWIcnV38t4YCWQiZZ,1987,False,48,0.614,0.752,G,-6.271,Major,0.0652,0.0,0.379,0.444,95.018,3.95155,4
1295,Ice Cube,The Predator,It Was A Good Day,2qOm7ukLyHUXWyR4ZWLwxA,1992,True,81,0.798,0.744,G,-5.328,Minor,0.136,0.000106,0.292,0.794,82.356,4.333333333333333,4
1296,Cypress Hill,Black Sunday,Insane in the Brain,1oTHteQbmJw15rPxPVXUTv,1993,True,77,0.897,0.611,B,-10.489,Major,0.211,0.186,0.0894,0.769,102.304,3.4711166666666666,4
1297,Afrika Bambaataa,Planet Rock,Planet Rock,4FupIlegZgvXUuK79qcoKW,1982,False,51,0.915,0.807,F#/Gb,-9.636,Minor,0.13,0.000122,0.201,0.709,127.35,5.332666666666666,4
1298,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",119c93MHjrDLJTApCVGpvx,1993,True,76,0.479,0.549,B,-10.551,Minor,0.373,0.0235,0.127,0.576,180.985,4.203116666666666,4
1299,Naughty By Nature,19 Naughty III,Hip Hop Hooray,1SyQ6t9RdRBK0QUCS6a797,1993,False,63,0.862,0.642,F#/Gb,-13.652,Minor,0.101,0.0,0.272,0.765,99.2,4.45445,4
1300,Skee-Lo,I Wish,I Wish,3LklW07tvdx2AHsgfi1Mng,1995,False,66,0.669,0.809,G,-7.146,Major,0.147,0.0,0.38,0.572,97.885,4.154883333333333,4
1301,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Hypnotize - 2014 Remaster,7KwZNVEaqikRSBSpyhXK2j,1997,True,80,0.901,0.697,A,-3.439,Major,0.28,0.0,0.287,0.67,93.941,3.83045,4
1302,House Of Pain,House of Pain (Fine Malt Lyrics),Jump Around,6JymsaWDHk2Yj4e0yNBIFH,1992,False,72,0.854,0.71,E,-6.32,Minor,0.0795,9.06e-05,0.166,0.818,106.893,3.58245,4
1303,Rob Base & DJ EZ Rock,It Takes Two,It Takes Two,0gFB5H3pHN13ERt2FyMuWi,1988,False,60,0.8,0.723,D,-9.719,Major,0.158,0.0,0.26,0.651,111.593,5.010666666666666,4
1304,Slick Rick,The Great Adventures Of Slick Rick (Deluxe Edition),Children's Story,15HgR9Ht4obJOcMG4wregp,1988,True,63,0.904,0.577,C#/Db,-7.293,Major,0.132,0.0,0.115,0.7,102.691,4.034,4
1305,The Pharcyde,Bizarre Ride II The Pharcyde,Passin' Me By,4G3dZN9o3o2X4VKwt4CLts,1992,False,71,0.759,0.756,E,-8.145,Minor,0.266,2.36e-06,0.265,0.613,87.059,5.058216666666667,4
1306,Public Enemy,It Takes A Nation Of Millions To Hold Us Back,Bring The Noise,6jg8Y7gArYgZeXUBPMre0V,1988,False,49,0.795,0.824,E,-12.23,Minor,0.238,0.0,0.0728,0.794,110.202,3.76955,4
1307,Beastie Boys,Licensed To Ill,Fight For Your Right,5NLuC70kZQv8q34QyQa1DP,1986,False,71,0.503,0.858,G#/Ab,-6.296,Major,0.0657,0.00234,0.0803,0.419,133.615,3.47755,5
1308,Mos Def,Black On Both Sides,Ms. Fat Booty,0IVAlb0cFCH1cQ974iR1TU,1999,True,72,0.782,0.589,C#/Db,-4.827,Major,0.189,0.0,0.164,0.869,90.438,3.7257833333333332,4
1309,Various Artists,Hip Hop Soundtrack To The Concrete Jungle (Re-Recorded),White Lines (Long Version) [Re-Recorded],0Dj3iMM3fvHMOqWsqS64Fu,2008,False,41,0.814,0.701,G,-7.525,Major,0.0376,0.00775,0.132,0.786,114.998,7.7508,4
1310,Luniz,Operation Stackola,I Got 5 On It,4IYKjN1DrYzxKXt0umJqsG,1995,False,75,0.6,0.706,A#/Bb,-7.899,Minor,0.361,0.0,0.125,0.58,173.926,4.22555,4
1311,Dr. Dre,2001,Forgot About Dre,7iXF2W9vKmDoGAhlHdpyIa,1999,True,78,0.924,0.74,G#/Ab,-1.299,Major,0.0774,0.0,0.163,0.621,133.974,3.7048833333333335,4
1312,The Notorious B.I.G.,Ready to Die (The Remaster),Juicy - 2005 Remaster,5ByAIlEEnxYdvpnezg7HTX,1994,True,78,0.889,0.818,A,-4.639,Major,0.253,0.0,0.179,0.782,96.063,5.046,4
1313,Coolio,Gangsta's Paradise,Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,1995,False,83,0.647,0.514,G#/Ab,-10.05,Major,0.0593,0.0,0.398,0.386,79.975,4.01155,4
1314,Naughty By Nature,Naughty By Nature,O.P.P,1k28sDTLOz942qa3wEtMQE,1991,False,61,0.848,0.838,E,-11.949,Minor,0.0721,4.89e-06,0.124,0.787,97.736,4.517783333333333,4
1315,Eric B. & Rakim,Don't Sweat The Technique,Don't Sweat The Technique,48ZUwXrEOhaXLCxvmRYhZv,1992,False,64,0.737,0.89,E,-8.443,Major,0.158,0.00171,0.0801,0.809,105.848,4.38,4
1316,Jungle Brothers,Done By The Forces Of Nature (Deluxe Edition),Doin' Our Own Dang,4ezMxuYpCzjyEpcgjCa2qG,1989,False,48,0.835,0.447,F#/Gb,-14.901,Major,0.22,0.00876,0.108,0.839,113.083,4.31555,4
1317,Public Enemy,Fear Of A Black Planet,Fight The Power,1yo16b3u0lptm6Cs7lx4AD,1990,True,59,0.797,0.582,D,-12.97,Major,0.255,2.04e-06,0.517,0.415,105.974,4.710666666666667,4
1318,Busta Rhymes,The Coming,Woo Hah!! Got You All in Check,09WxJCWFMWAxTHBLLelpDS,1996,True,56,0.842,0.831,C#/Db,-7.072,Major,0.242,0.0,0.0881,0.814,92.053,4.532883333333333,4
1319,Ed Sheeran,No.6 Collaborations Project,Antisocial (with Travis Scott),1DhRbox3xkceP64k3JeYfW,2019,False,67,0.716,0.823,F,-5.313,Minor,0.0495,0.0,0.361,0.91,151.957,2.6957833333333334,4
1320,Young MC,Stone Cold Rhymin',Bust A Move,3IeCYkdKI55mNMl2o4vX0k,1989,False,64,0.946,0.772,E,-7.537,Minor,0.121,2.26e-06,0.0612,0.743,116.972,4.3985666666666665,4
1321,Run–D.M.C.,RUN-DMC (Expanded Edition),It's Like That,2J6QnTjHIWwXErNWyF0RUC,1984,False,55,0.964,0.889,B,-5.169,Major,0.147,0.0,0.166,0.552,121.144,4.838,4
1322,Big Daddy Kane,Long Live The Kane,Ain't No Half-Steppin',0dNiLb9FEHrRK7VFDJctiR,1988,False,53,0.836,0.728,A#/Bb,-12.058,Minor,0.234,0.000819,0.0649,0.599,100.842,5.331783333333333,4
1323,Salt-N-Pepa,"Hot, Cool & Vicious",Push It,6sT9MWlJManry3EQwf4V80,1986,False,69,0.913,0.596,B,-12.477,Minor,0.0707,0.00349,0.078,0.973,127.215,4.53555,4
1324,Pete Rock & C.L. Smooth,Mecca And The Soul Brother,They Reminisce Over You (T.R.O.Y.),2Mb3zpobD0CvJGWv6NpsPy,1992,False,63,0.761,0.683,D,-10.889,Major,0.164,0.0,0.342,0.671,101.787,4.778216666666666,4
1325,DJ Jazzy Jeff & The Fresh Prince,Homebase,Summertime,20XdEFyaUR9C7aDIdq2OAd,1991,False,63,0.677,0.539,G,-14.439,Major,0.063,1.84e-06,0.845,0.469,95.116,4.516216666666667,4
1326,Souls Of Mischief,93 'til Infinity,93 'Til Infinity,0PV1TFUMTBrDETzW6KQulB,1993,False,71,0.59,0.672,C#/Db,-11.792,Major,0.412,1.04e-06,0.147,0.688,206.247,4.774,4
1327,Tone-Loc,Loc-ed After Dark,Wild Thing,0gljI0CtjpdZK6ecidfxto,1989,False,61,0.943,0.685,G,-11.903,Major,0.188,8.56e-06,0.0604,0.813,125.515,4.392883333333334,4
1328,Black Sheep,A Wolf In Sheep's Clothing,The Choice Is Yours (Revisited),4k9EkhkFZY8Bk41Qi0Ob7P,1991,False,59,0.867,0.679,A#/Bb,-12.028,Minor,0.207,1.59e-06,0.0742,0.68,101.293,4.053333333333334,4
1329,Gang Starr,Full Clip: A Decade Of Gang Starr,Full Clip,30oTS7bm0aH3p7lqjEIu8q,1999,True,67,0.875,0.745,C#/Db,-5.878,Major,0.269,2.37e-06,0.287,0.749,95.201,3.624,4
1330,ODB,Return to the 36 Chambers: The Dirty Version,Shimmy Shimmy Ya,3ABG1UQTk0eLYUAeWkmfMi,1995,True,70,0.814,0.481,C,-5.183,Major,0.245,3.83e-05,0.0495,0.193,96.252,2.69,4
1331,Digital Underground,Sex Packets,The Humpty Dance,0YEC3pNS0uIKvZb5u4lgsu,1990,False,60,0.813,0.693,A#/Bb,-8.0,Minor,0.266,0.0,0.121,0.618,103.508,6.528216666666666,4
1332,A Tribe Called Quest,The Anthology,Electric Relaxation,0eEXcw3JLVXcRxYrVYMy68,1999,False,68,0.866,0.534,B,-9.201,Major,0.229,0.266,0.0929,0.841,98.243,3.768883333333333,4
1333,Digable Planets,Reachin' (A New Refutation Of Time And Space),Rebirth Of Slick (Cool Like Dat),26q6YTrXt9l8qshIveiTX9,1993,False,61,0.884,0.334,C#/Db,-18.943,Minor,0.228,0.0588,0.107,0.571,98.315,4.35445,4
1334,The Pharcyde,Labcabincalifornia (Deluxe Edition),Runnin',0XgpiStoxq1IJncYlPrvZ5,1995,True,65,0.754,0.785,A#/Bb,-8.178,Minor,0.18,0.00144,0.319,0.821,94.123,4.937783333333333,4
1335,Kool Moe Dee,How Ya Like Me Now (Expanded Edition),Wild Wild West,0fmjCC6ItD4vixqwLTNGfg,1987,False,44,0.669,0.768,C#/Db,-9.089,Major,0.0562,8.93e-06,0.177,0.943,185.884,4.680666666666666,4
1336,2Pac,Greatest Hits,California Love - Original Version,3ia3dJETSOllPsv3LJkE35,1998,True,77,0.763,0.85,G,-3.052,Major,0.0417,1.21e-06,0.371,0.761,91.519,4.74845,4
1337,KRS-One,Return of the Boom Bap,Sound of da Police,3Y6XWs8xMlCngyIxNOFnsp,1993,False,66,0.794,0.95,C#/Db,-8.78,Major,0.294,7.71e-05,0.133,0.324,94.984,4.30845,4
1338,Joyner Lucas,ADHD,Isis (feat. Logic),4h7qcXBtaOJnmrapxoWxGf,2020,True,74,0.884,0.936,C#/Db,-3.931,Major,0.167,0.0,0.262,0.758,120.004,3.941683333333333,4
1339,DMX,...And Then There Was X,Party Up,0LWkaEyQRkF0XAms8Bg1fC,1999,True,73,0.51,0.931,B,-3.302,Major,0.347,0.0,0.5,0.53,201.936,4.481116666666667,4
1340,N.W.A.,N.W.A. And The Posse,Boyz-N-The-Hood,5RGXoZt1qxmAErdhbyKJKq,1987,True,69,0.785,0.479,D#/Eb,-10.247,Major,0.362,3.5e-05,0.334,0.727,87.691,5.664883333333333,4
1341,Salt-N-Pepa,Very Necessary,Shoop,0Pu71wxadDlB8fJXfjIjeJ,1993,False,71,0.939,0.675,C,-7.232,Major,0.211,0.0,0.0565,0.795,96.918,4.142883333333334,4
1342,Kris Kross,Totally Krossed Out,Jump,27AHAtAirQapVldIm4c9ZX,1992,False,68,0.749,0.745,D,-10.625,Major,0.164,0.00403,0.333,0.481,101.972,3.2517833333333335,4
1343,Ice Cube,Bootlegs And B-Sides,Check Yo Self - Remix,3NGT0Td7H4Is1qrlDQJxma,1994,True,72,0.934,0.735,C#/Db,-6.668,Major,0.251,8.6e-06,0.107,0.768,101.368,4.551783333333334,4
1344,Schoolly D,Schoolly D,P.S.K. 'What Does It Mean'?,3StKzbpR9dRZB8epDx4KDW,1985,True,39,0.606,0.868,G,-13.493,Major,0.177,0.00103,0.692,0.28,98.832,6.4817833333333335,4
1345,Nas,It Was Written,If I Ruled the World (Imagine That) (feat. Lauryn Hill),5PQmSHzWnlgG4EBuIqjac2,1996,True,71,0.879,0.564,A#/Bb,-7.682,Minor,0.247,9.43e-06,0.0519,0.523,93.908,4.706216666666666,4
1346,LL Cool J,Radio,I Can't Live Without My Radio,2qfTGzETefwtBWKDThZjnU,1985,False,44,0.764,0.508,A#/Bb,-13.165,Minor,0.515,0.00996,0.0917,0.862,179.257,5.456666666666667,4
1347,Future,High Off Life,Life Is Good (feat. Drake),1K5KBOgreBi5fkEHvg5ap3,2020,True,76,0.795,0.574,D,-6.903,Minor,0.487,0.0,0.15,0.537,142.053,3.9653,4
1348,Mobb Deep,The Infamous,"Shook Ones, Pt. II",33ZXjLCpiINn8eQIDYEPTD,1995,True,77,0.763,0.786,A#/Bb,-6.472,Minor,0.229,0.0114,0.0817,0.504,93.857,5.425116666666667,4
1349,Audio Two,What More Can I Say,Top Billin - Acapella,59vYYvb9JS5IQAp8xpf0CY,1988,False,44,0.913,0.351,A#/Bb,-13.57,Minor,0.354,0.0,0.401,0.727,91.499,2.92845,4
1350,Method Man,Blackout!,Da Rockwilder,4anqYZt4APNlFwQixpbdZR,1999,True,70,0.612,0.659,F#/Gb,-6.995,Minor,0.406,0.0,0.417,0.393,99.137,2.2682166666666665,4
1351,Arrested Development,"3 Years, 5 Months And 2 Days In The Life Of...",Tennessee,1aaoIHFT9UqhlaEwLAhh00,1992,False,55,0.822,0.661,C#/Db,-10.234,Minor,0.164,3.95e-06,0.315,0.67,99.883,4.545116666666667,4
1352,Cypress Hill,The Essential Cypress Hill,I Ain't Goin' Out Like That,2B4prLJChULYfTxQ0Yd5ZZ,2014,True,35,0.759,0.674,F#/Gb,-6.244,Major,0.106,0.879,0.36,0.457,100.838,4.19555,4
1353,Jurassic 5,Quality Control,Quality Control,3vqqYJXlrJiKSzh79d4DV9,2000,False,53,0.714,0.827,C#/Db,-5.974,Major,0.397,0.0,0.294,0.897,176.072,4.81445,4
1354,Fat Boys,Wipeout (Re-Recorded Versions),Human Beat Box (Re-Recorded Version),4tYMaJMiv8DMRnP9tfCpR5,2009,False,19,0.824,0.66,D,-8.869,Major,0.363,0.0,0.39,0.57,99.231,2.3059833333333333,4
1355,Nas,Illmatic,N.Y. State of Mind,0trHOzAhNpGCsGBEu7dOJo,1994,True,69,0.665,0.91,F#/Gb,-4.682,Minor,0.223,0.0,0.227,0.887,84.099,4.89955,4
1356,Eazy-E,Gangsta Memorial,Real Muthaphuckkin' G's,53BZ6XygAoubR5DU5w38Vq,2007,True,71,0.724,0.853,B,-3.895,Minor,0.283,0.0,0.65,0.775,170.51,5.54555,4
1357,Special Ed,Youngest in Charge,I Got It Made,68DGiGtJrVcGBeOf5UNpVz,1989,False,49,0.816,0.471,A#/Bb,-13.244,Minor,0.291,0.0,0.117,0.742,95.248,3.6997833333333334,4
1358,MC Hammer,Too Legit To Quit,2 Legit 2 Quit,4ZnKSrukEcPuMxGrcZEEh1,1991,False,52,0.853,0.884,C#/Db,-6.771,Major,0.0836,6.83e-06,0.0313,0.668,124.542,5.5604,4
1359,Outkast,Aquemini,Rosa Parks,0shK5iZQppbHPQYiy60xs9,1998,True,66,0.792,0.701,F#/Gb,-7.198,Minor,0.283,0.0,0.761,0.251,103.89,5.4062166666666664,4
1360,Stetsasonic,In Full Gear,Talkin' All That Jazz,6ZF3dNXVuA6E8rOL4FX2EY,1988,False,42,0.829,0.817,E,-6.539,Minor,0.0769,0.000677,0.112,0.622,107.908,4.800883333333333,4
1361,2 LIVE CREW,As Nasty As They Wanna Be,Me So Horny,3EgvmOhP3NQUHY7d6PDOUg,1989,True,53,0.941,0.727,C,-11.592,Major,0.228,0.000811,0.177,0.623,128.746,4.607783333333333,4
1362,Nate Dogg,Music and Me,Music & Me,2212oBX0YELcs0sr6DqGer,2001,True,62,0.905,0.414,G#/Ab,-8.112,Minor,0.0615,0.000366,0.0914,0.758,99.133,4.01045,4
1363,Trinidad James,Just A Lil' Thick (She Juicy) (feat. Mystikal & Lil Dicky),Just A Lil' Thick (She Juicy) (feat. Mystikal & Lil Dicky),5zaIgI9HNUPIcfaeVRlxGa,2016,True,54,0.857,0.72,E,-5.589,Major,0.289,0.0,0.218,0.729,99.995,3.3922333333333334,4
1364,Newcleus,Jam On It (Re-Recorded Version),Jam On It (Re-Recorded Version),22Nq8jG98vSGghSyBsIjMO,2009,False,29,0.875,0.785,C#/Db,-5.933,Minor,0.0485,0.00572,0.0749,0.283,116.369,8.612666666666666,4
1365,Wu-Tang Clan,The Essential Wu-Tang Clan,Gravel Pit,6VWIznKmAzqd0fbfmTqCKm,2013,False,51,0.785,0.727,G,-7.364,Major,0.253,0.0,0.133,0.536,120.951,4.07045,4
1366,Sir Mix-A-Lot,Mack Daddy,Baby Got Back,1SAkL1mYNJlaqnBQxVZrRl,1992,True,70,0.926,0.669,C#/Db,-11.271,Major,0.301,0.0,0.0887,0.642,128.462,4.38045,4
1367,Geto Boys,We Can't Be Stopped,Mind Playing Tricks on Me,63BokRfXSQhEU6Qi2dSJpZ,1991,True,69,0.886,0.512,A#/Bb,-11.825,Minor,0.237,0.0,0.0991,0.454,93.997,5.14555,4
1368,Redman,Malpractice,Let's Get Dirty (I Can't Get In Da Club),5BlLqiaTwttKiqzLhBrN1v,2001,True,43,0.539,0.966,C#/Db,-5.02,Major,0.433,0.0,0.466,0.432,99.142,3.92555,4
1369,Boogie Down Productions,Criminal Minded (Deluxe),South Bronx,6JMIaVMbh5emijDiBODgit,1987,True,41,0.919,0.465,A,-8.64,Minor,0.4,0.0,0.146,0.629,95.867,5.142633333333333,4
1370,NF,The Search,The Search,3oLe5ZILASG8vU5dxIMfLY,2019,False,76,0.789,0.789,D,-4.813,Major,0.298,0.0,0.099,0.37,119.95,4.134216666666667,4
1371,Biz Markie,Just a Friend - EP,Just a Friend,1MQCTOWVfy4PcuBXkBsHVB,2009,False,61,0.862,0.663,C,-9.004,Major,0.21,0.0,0.318,0.837,85.308,3.9711166666666666,4
1372,Dana Dane,Dana Dane with Fame,This Be the Def Beat,3vzFcaVtFsxJxXsI5MrHri,1987,False,26,0.814,0.539,F#/Gb,-11.494,Minor,0.385,0.0,0.162,0.795,184.882,3.3146666666666667,4
1373,Kool Moe Dee,Knowledge Is King,I Go To Work,6tGtBvK6DezcjbtUxXGyxe,1989,False,41,0.847,0.828,F#/Gb,-12.497,Major,0.0795,1.53e-06,0.101,0.451,125.764,4.70155,4
1374,N.O.R.E.,God's Favorite,Nothin' - Album Version (Edited),37daEZYIoB46ZkJXzMRHGm,2002,False,28,0.771,0.852,F#/Gb,-6.39,Major,0.117,0.0,0.214,0.792,97.034,3.98845,4
